claim,schedule,seed_lane,stream_seed,d,n,T,beta1,beta2,eta,B0,avg_grad_l1,avg_grad_l2
4,paper,11,8054976080300763169,32,8,512,0.015625000000000003,0.015625000000000003,0.002762135864009952,2,0.06415467377514392,0.01477045505311621
4,paper,12,8054976080300763169,32,8,512,0.015625000000000003,0.015625000000000003,0.002762135864009952,2,0.06622948939354449,0.01545567187066021
4,paper,13,8054976080300763169,32,8,512,0.015625000000000003,0.015625000000000003,0.002762135864009952,2,0.06490286160776333,0.014640160959342906
4,paper,14,8054976080300763169,32,8,512,0.015625000000000003,0.015625000000000003,0.002762135864009952,2,0.07154655530986777,0.01583242802226199
4,paper,15,8054976080300763169,32,8,512,0.015625000000000003,0.015625000000000003,0.002762135864009952,2,0.0687534496799388,0.01558408093081289
4,paper,0,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.04823907489252228,0.011253846168960512
4,paper,1,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.050058332692516735,0.011663456449851556
4,paper,2,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.05065541798643505,0.01151464822718247
4,paper,3,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.04677161684446736,0.010839214697400274
4,paper,4,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.04676539008922439,0.010775444162483253
4,paper,5,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.04339696580306772,0.010138812539348958
4,paper,6,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.046850260015125746,0.010850868530752887
4,paper,7,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.05153351620380523,0.011884701857707779
4,paper,8,1196839719764103651,32,8,1024,0.009843133202303699,0.009843133202303699,0.0017400365588678506,3,0.04637890804628517,0.010826925712259121
